rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
173	OR2AE1	olfactory receptor, family 2, subfamily AE, member 1	240096	2	2	2	1	1	0	0	0	1	0	0.0167	0.754	0.168	0.0181	0.0459	0.00627	0.656
174	ARPP21	cAMP-regulated phosphoprotein, 21kDa	609776	5	4	5	1	4	0	1	0	0	0	0.00280	0.364	0.185	0.710	0.277	0.00633	0.657
175	SEPHS2	selenophosphate synthetase 2	254765	3	3	3	0	1	0	1	1	0	0	0.00144	0.392	0.525	0.404	0.544	0.00636	0.657
176	UBXN11	UBX domain protein 11	374016	3	3	2	0	0	1	0	0	2	0	0.0191	0.694	0.0813	0.0547	0.0410	0.00639	0.657
177	KRTAP4-7	keratin associated protein 4-7	99656	2	2	2	1	0	0	2	0	0	0	0.000794	0.964	0.863	0.962	1.000	0.00646	0.660
178	CD248	CD248 molecule, endosialin	497491	4	4	3	1	0	3	0	1	0	0	0.00591	0.579	0.104	0.316	0.135	0.00648	0.660
179	CLCNKA	chloride channel Ka	498811	4	4	4	0	2	0	0	1	1	0	0.00665	0.307	NaN	NaN	NaN	0.00665	0.673
180	COL11A1	collagen, type XI, alpha 1	1402224	6	6	6	0	1	2	2	1	0	0	0.00301	0.148	0.253	0.206	0.279	0.00679	0.680
181	UGT1A1	UDP glucuronosyltransferase 1 family, polypeptide A1	397989	3	3	3	0	1	1	1	0	0	0	0.00681	0.369	NaN	NaN	NaN	0.00681	0.680
182	TMPRSS2	transmembrane protease, serine 2	379848	3	3	3	1	1	0	0	1	1	0	0.00487	0.822	0.255	0.198	0.174	0.00683	0.680
183	KCTD16	potassium channel tetramerisation domain containing 16	318263	3	3	3	0	1	0	0	0	2	0	0.00451	0.622	0.322	0.109	0.195	0.00708	0.699
184	MAGEC3	melanoma antigen family C, 3	475247	3	3	3	1	1	1	0	0	1	0	0.0197	0.799	0.0762	0.137	0.0448	0.00710	0.699
185	CDKL2	cyclin-dependent kinase-like 2 (CDC2-related kinase)	369857	4	4	4	0	0	3	0	0	1	0	0.000961	0.516	0.781	0.840	0.932	0.00718	0.703
186	CLEC4A	C-type lectin domain family 4, member A	180806	2	2	1	0	2	0	0	0	0	0	0.00257	0.608	0.134	0.992	0.355	0.00729	0.706
187	FGF16	fibroblast growth factor 16	79476	1	1	1	0	0	0	0	1	0	0	0.00729	0.859	NaN	NaN	NaN	0.00729	0.706
188	ZNF706	zinc finger protein 706	58782	1	1	1	0	0	0	0	1	0	0	0.00733	0.868	NaN	NaN	NaN	0.00733	0.706
189	EP300	E1A binding protein p300	1809473	4	4	4	0	2	1	1	0	0	0	0.137	0.276	0.00500	0.941	0.00683	0.00747	0.716
190	OR4S2	olfactory receptor, family 4, subfamily S, member 2	211366	2	2	2	0	0	1	0	1	0	0	0.0150	0.586	0.953	0.0403	0.0630	0.00752	0.717
191	SPDYE5	speedy homolog E5 (Xenopus laevis)	213198	3	3	3	0	3	0	0	0	0	0	0.00298	0.463	0.130	0.470	0.319	0.00757	0.717
192	PHOSPHO1	phosphatase, orphan 1	72924	2	2	1	0	0	0	0	0	2	0	0.00102	1.000	0.0181	0.957	0.939	0.00761	0.717
193	CTNNAL1	catenin (cadherin-associated protein), alpha-like 1	506328	4	4	4	0	1	1	2	0	0	0	0.00217	0.314	0.309	0.821	0.444	0.00763	0.717
194	TPTE	transmembrane phosphatase with tensin homology	427215	4	4	3	0	0	0	1	1	2	0	0.00109	0.408	0.476	0.700	0.896	0.00777	0.723
195	C1orf116	chromosome 1 open reading frame 116	446187	2	2	2	0	0	2	0	0	0	0	0.0989	0.537	0.331	0.00441	0.00998	0.00781	0.723
196	GPS2	G protein pathway suppressor 2	235850	4	4	4	2	0	1	1	1	1	0	0.0189	0.867	0.239	0.0261	0.0522	0.00782	0.723
197	GPR158	G protein-coupled receptor 158	872428	4	4	4	0	0	4	0	0	0	0	0.0499	0.291	0.110	0.00458	0.0200	0.00791	0.727
198	KLK3	kallikrein-related peptidase 3	221646	3	3	3	0	0	0	2	1	0	0	0.00102	0.528	0.542	0.650	1.000	0.00804	0.736
199	TCEB3	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)	536425	4	4	4	0	0	0	1	0	3	0	0.00416	0.377	0.648	0.0643	0.247	0.00809	0.736
200	HMBS	hydroxymethylbilane synthase	250735	3	3	3	0	3	0	0	0	0	0	0.0112	0.320	0.225	0.0714	0.0921	0.00815	0.736
201	OR5L2	olfactory receptor, family 5, subfamily L, member 2	230728	3	3	3	1	0	2	1	0	0	0	0.00176	0.615	0.563	0.265	0.589	0.00816	0.736
202	TAL2	T-cell acute lymphocytic leukemia 2	81387	2	2	2	0	0	0	1	1	0	0	0.00105	0.662	0.885	0.512	1.000	0.00826	0.738
203	C16orf13	chromosome 16 open reading frame 13	75032	1	1	1	0	0	0	0	0	1	0	0.00831	1.000	NaN	NaN	NaN	0.00831	0.738
204	UTP3	UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)	354902	3	3	2	0	1	0	0	0	2	0	0.00502	0.700	0.344	0.113	0.211	0.00831	0.738
205	KRTAP19-6	keratin associated protein 19-6	44391	1	1	1	0	0	0	0	1	0	0	0.00838	0.836	NaN	NaN	NaN	0.00838	0.740
206	JPH2	junctophilin 2	315334	3	3	3	1	1	1	1	0	0	0	0.0292	0.689	0.0410	0.237	0.0393	0.00890	0.779
207	ALX3	aristaless-like homeobox 3	197009	2	2	2	0	1	0	0	0	1	0	0.00942	0.479	0.139	0.0439	0.122	0.00890	0.779
208	ZCCHC3	zinc finger, CCHC domain containing 3	172716	3	3	3	0	0	0	1	0	2	0	0.00127	0.890	0.719	0.675	0.918	0.00907	0.788
209	GPR50	G protein-coupled receptor 50	456985	2	2	2	0	1	0	1	0	0	0	0.0925	0.547	0.613	0.0127	0.0127	0.00910	0.788
210	C7orf66	chromosome 7 open reading frame 66	87238	1	1	1	0	1	0	0	0	0	0	0.00913	0.876	NaN	NaN	NaN	0.00913	0.788
211	NCF2	neutrophil cytosolic factor 2 (65kDa, chronic granulomatous disease, autosomal 2)	403682	4	4	4	0	3	0	0	1	0	0	0.00215	0.218	0.199	0.968	0.560	0.00932	0.800
212	SCGB1C1	secretoglobin, family 1C, member 1	73800	1	1	1	0	0	0	0	0	1	0	0.00952	0.750	NaN	NaN	NaN	0.00952	0.814
213	RPSA	ribosomal protein SA	223337	2	2	1	1	0	0	0	2	0	0	0.00973	0.883	NaN	NaN	NaN	0.00973	0.821
214	IL3RA	interleukin 3 receptor, alpha (low affinity)	290497	2	2	2	0	0	1	1	0	0	0	0.0697	0.574	0.143	0.00230	0.0182	0.00975	0.821
215	FMN1	formin 1	787022	3	3	3	0	0	2	0	0	1	0	0.0372	0.577	0.200	0.0341	0.0342	0.00975	0.821
216	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)	303070	3	3	3	0	1	0	2	0	0	0	0.00511	0.368	0.0984	0.948	0.252	0.00984	0.821
217	SGSH	N-sulfoglucosamine sulfohydrolase (sulfamidase)	327517	3	3	3	0	1	1	1	0	0	0	0.0122	0.387	0.122	0.188	0.106	0.00986	0.821
218	PLK3	polo-like kinase 3 (Drosophila)	415377	4	4	4	0	1	1	2	0	0	0	0.00516	0.321	0.122	0.497	0.250	0.00988	0.821
219	CCDC57	coiled-coil domain containing 57	540118	3	3	3	0	0	1	1	0	1	0	0.0308	0.381	0.0200	0.567	0.0432	0.0101	0.835
220	HELB	helicase (DNA) B	792868	5	5	5	1	1	2	2	0	0	0	0.00185	0.518	0.643	0.460	0.723	0.0102	0.835
221	TMEM223	transmembrane protein 223	64463	1	1	1	0	0	0	0	0	1	0	0.0102	1.000	NaN	NaN	NaN	0.0102	0.835
222	GABRB1	gamma-aminobutyric acid (GABA) A receptor, beta 1	359025	3	3	2	0	2	0	0	1	0	0	0.00688	0.398	0.117	0.515	0.197	0.0103	0.840
223	DOCK5	dedicator of cytokinesis 5	1172842	3	3	2	0	2	1	0	0	0	0	0.225	0.321	0.00520	0.330	0.00604	0.0103	0.840
224	C1orf38	chromosome 1 open reading frame 38	454121	2	2	2	0	1	1	0	0	0	0	0.120	0.500	0.561	0.00387	0.0116	0.0106	0.854
225	NOX3	NADPH oxidase 3	432365	3	3	2	0	0	0	0	0	3	0	0.00610	1.000	0.377	0.116	0.234	0.0108	0.866
226	UBR1	ubiquitin protein ligase E3 component n-recognin 1	1318633	3	3	3	0	2	0	0	1	0	0	0.0919	0.452	0.0721	0.0184	0.0158	0.0109	0.874
227	KLK6	kallikrein-related peptidase 6	185730	2	2	2	0	2	0	0	0	0	0	0.0113	0.538	0.666	0.0497	0.130	0.0111	0.874
228	POTEC	POTE ankyrin domain family, member C	375286	3	3	2	0	2	1	0	0	0	0	0.00246	0.368	0.462	0.378	0.603	0.0112	0.874
229	POTEH	POTE ankyrin domain family, member H	228966	2	2	2	0	0	1	0	1	0	0	0.0112	0.680	NaN	NaN	NaN	0.0112	0.874
230	SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin)	70848	1	1	1	0	0	0	1	0	0	0	0.0112	0.820	NaN	NaN	NaN	0.0112	0.874
231	PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform	366260	4	4	4	0	3	1	0	0	0	0	0.00201	0.231	0.851	0.376	0.740	0.0112	0.874
232	EOMES	eomesodermin homolog (Xenopus laevis)	357702	4	4	4	0	2	0	0	0	2	0	0.00199	0.447	0.531	0.601	0.749	0.0112	0.874
233	CD200R1L	CD200 receptor 1-like	206433	2	2	2	1	2	0	0	0	0	0	0.00278	0.684	0.915	0.511	0.539	0.0112	0.874
234	C22orf43	chromosome 22 open reading frame 43	179109	2	2	1	0	0	0	0	0	2	0	0.00894	1.000	0.00930	0.623	0.172	0.0115	0.888
235	HIST1H2BN	histone cluster 1, H2bn	94710	2	2	2	0	0	0	2	0	0	0	0.00155	0.862	0.725	0.773	1.000	0.0116	0.888
236	UBTF	upstream binding transcription factor, RNA polymerase I	555938	3	3	3	1	2	1	0	0	0	0	0.0185	0.630	0.594	0.0109	0.0837	0.0116	0.888
237	TSTA3	tissue specific transplantation antigen P35B	227918	2	2	2	0	1	0	1	0	0	0	0.0589	0.556	0.169	0.0415	0.0264	0.0116	0.888
238	SPINK9	serine peptidase inhibitor, Kazal type 9	66260	1	1	1	0	0	0	1	0	0	0	0.0117	0.744	NaN	NaN	NaN	0.0117	0.888
239	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	357945	3	3	3	0	1	1	1	0	0	0	0.0118	0.365	0.0877	0.864	0.135	0.0118	0.891
240	SLC6A5	solute carrier family 6 (neurotransmitter transporter, glycine), member 5	568295	6	5	6	0	1	2	1	1	1	0	0.00184	0.115	0.941	0.516	0.869	0.0119	0.891
241	SSH2	slingshot homolog 2 (Drosophila)	1060503	6	6	6	0	1	1	2	0	2	0	0.00745	0.222	0.159	0.738	0.216	0.0119	0.891
242	NAP1L5	nucleosome assembly protein 1-like 5	135327	2	2	2	0	0	0	0	0	2	0	0.00451	1.000	0.182	0.536	0.358	0.0120	0.891
243	BBS10	Bardet-Biedl syndrome 10	527510	2	2	2	0	0	1	1	0	0	0	0.0681	0.578	0.0308	0.0542	0.0239	0.0121	0.891
244	NSFL1C	NSFL1 (p97) cofactor (p47)	255727	2	2	2	1	1	0	0	0	1	0	0.0438	0.806	0.0185	0.706	0.0372	0.0121	0.891
245	C1orf95	chromosome 1 open reading frame 95	81148	2	2	2	0	0	0	0	0	2	0	0.00163	0.631	0.711	0.503	1.000	0.0121	0.891
246	XCL1	chemokine (C motif) ligand 1	87609	1	1	1	0	0	0	0	1	0	0	0.0121	0.819	NaN	NaN	NaN	0.0121	0.891
247	SEMA4C	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	592334	3	3	3	1	1	1	1	0	0	0	0.120	0.666	0.354	0.00348	0.0140	0.0123	0.906
248	SHROOM4	shroom family member 4	934804	5	5	5	0	1	0	1	0	3	0	0.00343	0.537	0.228	0.877	0.490	0.0124	0.906
249	SPRR3	small proline-rich protein 3	125895	2	2	2	1	0	1	0	0	1	0	0.00459	0.947	0.385	0.440	0.368	0.0125	0.906
250	BMP2K	BMP2 inducible kinase	819703	4	4	4	1	0	2	0	0	2	0	0.00640	0.802	0.161	0.868	0.266	0.0125	0.909
251	DLX6	distal-less homeobox 6	104401	2	2	2	0	0	0	0	0	2	0	0.00172	1.000	0.454	0.906	1.000	0.0126	0.913
252	FEM1A	fem-1 homolog a (C. elegans)	386384	4	4	3	0	1	2	0	0	1	0	0.00218	0.260	0.785	0.469	0.796	0.0127	0.917
253	PES1	pescadillo homolog 1, containing BRCT domain (zebrafish)	437986	2	2	2	0	1	0	0	1	0	0	0.0753	0.589	0.321	0.0163	0.0234	0.0129	0.925
254	HIST1H2BK	histone cluster 1, H2bk	94710	2	2	2	0	1	1	0	0	0	0	0.00179	0.393	0.615	0.840	1.000	0.0131	0.934
255	ASAH1	N-acylsphingosine amidohydrolase (acid ceramidase) 1	307516	2	2	2	0	2	0	0	0	0	0	0.0541	0.425	0.447	0.0164	0.0332	0.0132	0.934
256	CNOT3	CCR4-NOT transcription complex, subunit 3	540100	4	4	3	0	3	1	0	0	0	0	0.0122	0.195	0.0988	0.230	0.151	0.0134	0.946
257	ANAPC5	anaphase promoting complex subunit 5	573605	4	4	4	0	0	1	2	0	1	0	0.00803	0.322	0.167	0.811	0.229	0.0134	0.946
258	TMEM189-UBE2V1	TMEM189-UBE2V1	249011	3	3	3	0	1	1	0	1	0	0	0.00185	0.425	0.720	0.415	1.000	0.0135	0.946
259	XPNPEP1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	477483	2	2	2	0	0	1	0	0	1	0	0.164	0.538	0.0558	0.00876	0.0114	0.0136	0.947
260	TFDP3	transcription factor Dp family, member 3	272764	2	2	2	0	0	2	0	0	0	0	0.0394	0.496	0.643	0.0474	0.0474	0.0136	0.947
261	CNTNAP5	contactin associated protein-like 5	865145	5	5	5	0	3	0	0	1	1	0	0.00260	0.156	0.399	0.611	0.731	0.0138	0.959
262	RGS16	regulator of G-protein signaling 16	142876	2	2	2	0	1	0	0	1	0	0	0.0144	0.613	0.605	0.0601	0.134	0.0140	0.968
263	OR52A1	olfactory receptor, family 52, subfamily A, member 1	231201	2	2	2	0	2	0	0	0	0	0	0.00317	0.765	0.499	0.594	0.612	0.0141	0.969
264	OR52N5	olfactory receptor, family 52, subfamily N, member 5	231065	2	2	2	0	0	0	0	0	2	0	0.0148	1.000	0.0323	0.172	0.132	0.0141	0.969
265	ATP8B4	ATPase, class I, type 8B, member 4	898020	5	5	5	0	0	3	1	0	1	0	0.00297	0.332	0.502	0.823	0.676	0.0145	0.985
266	OC90	otoconin 90	302431	3	3	3	0	1	1	0	1	0	0	0.00378	0.376	0.713	0.167	0.533	0.0145	0.985
267	SREBF2	sterol regulatory element binding transcription factor 2	759708	3	3	3	0	2	0	0	1	0	0	0.0668	0.380	0.0145	0.445	0.0302	0.0145	0.985
268	DPP6	dipeptidyl-peptidase 6	517960	3	3	3	1	1	0	1	0	1	0	0.0251	0.647	0.0381	0.601	0.0804	0.0146	0.985
269	HIST2H2BF	histone cluster 2, H2bf	182881	3	3	2	0	2	1	0	0	0	0	0.0150	0.256	0.0664	0.838	0.136	0.0147	0.988
270	C17orf78	chromosome 17 open reading frame 78	181924	2	2	2	0	0	0	0	2	0	0	0.00350	0.709	0.506	0.580	0.588	0.0148	0.990
271	ZNF626	zinc finger protein 626	397267	3	3	3	0	0	2	1	0	0	0	0.00466	0.466	0.308	0.642	0.442	0.0148	0.990
272	RAPGEF6	Rap guanine nucleotide exchange factor (GEF) 6	1200562	6	6	5	0	3	1	0	0	2	0	0.00333	0.226	0.427	0.532	0.627	0.0150	0.998
273	ZNF181	zinc finger protein 181	423021	3	3	3	0	0	1	1	0	1	0	0.0116	0.528	0.982	0.0426	0.181	0.0151	1.000
274	RYR1	ryanodine receptor 1 (skeletal)	3406104	7	7	7	3	5	1	0	0	1	0	0.929	0.594	0.000804	0.916	0.00232	0.0154	1.000
275	FUNDC2	FUN14 domain containing 2	114843	1	1	1	0	0	0	0	1	0	0	0.0155	0.833	NaN	NaN	NaN	0.0155	1.000
276	STAC2	SH3 and cysteine rich domain 2	282948	2	2	2	0	0	0	0	1	1	0	0.0280	0.572	0.0967	0.267	0.0775	0.0155	1.000
277	VILL	villin-like	644608	5	5	5	0	3	0	2	0	0	0	0.00347	0.214	0.579	0.505	0.632	0.0156	1.000
278	C7orf33	chromosome 7 open reading frame 33	134316	2	2	2	0	2	0	0	0	0	0	0.0128	0.479	0.642	0.125	0.173	0.0157	1.000
279	SPRR2E	small proline-rich protein 2E	54858	1	1	1	0	0	1	0	0	0	0	0.0159	0.809	NaN	NaN	NaN	0.0159	1.000
280	SLC16A13	solute carrier family 16, member 13 (monocarboxylic acid transporter 13)	319059	2	2	2	0	1	0	0	1	0	0	0.0731	0.491	0.0229	0.0843	0.0306	0.0159	1.000
281	B4GALNT1	beta-1,4-N-acetyl-galactosaminyl transferase 1	339751	4	4	3	1	2	0	0	0	2	0	0.00472	0.764	0.332	0.766	0.475	0.0159	1.000
282	ZDHHC14	zinc finger, DHHC-type containing 14	323011	2	2	2	0	1	0	0	0	1	0	0.0426	0.628	0.971	0.0140	0.0526	0.0159	1.000
283	WDR17	WD repeat domain 17	1003022	4	4	4	1	1	1	1	0	1	0	0.0121	0.663	0.185	0.213	0.186	0.0160	1.000
284	KRTAP9-4	keratin associated protein 9-4	115374	1	1	1	0	1	0	0	0	0	0	0.0160	1.000	NaN	NaN	NaN	0.0160	1.000
285	C7orf63	chromosome 7 open reading frame 63	658630	2	2	2	0	0	1	1	0	0	0	0.143	0.604	0.237	0.0263	0.0160	0.0161	1.000
286	GNGT1	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	57234	1	1	1	0	0	1	0	0	0	0	0.0162	0.747	NaN	NaN	NaN	0.0162	1.000
287	OR8U8	olfactory receptor, family 8, subfamily U, member 8	14514	1	1	1	1	0	0	0	0	1	0	0.0162	1.000	NaN	NaN	NaN	0.0162	1.000
288	RTL1	retrotransposon-like 1	262271	3	3	3	0	0	1	1	0	1	0	0.00229	0.567	0.771	0.360	1.000	0.0162	1.000
289	FAM174B	family with sequence similarity 174, member B	68643	1	1	1	0	0	0	0	1	0	0	0.0164	0.824	NaN	NaN	NaN	0.0164	1.000
290	C16orf3	chromosome 16 open reading frame 3	47238	1	1	1	0	1	0	0	0	0	0	0.0168	0.551	NaN	NaN	NaN	0.0168	1.000
291	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)	132829	1	1	1	0	1	0	0	0	0	0	0.0170	0.675	NaN	NaN	NaN	0.0170	1.000
292	LZTR1	leucine-zipper-like transcription regulator 1	568062	4	4	4	1	2	1	0	0	1	0	0.0173	0.546	NaN	NaN	NaN	0.0173	1.000
293	PADI3	peptidyl arginine deiminase, type III	504037	4	4	4	0	2	1	0	1	0	0	0.00546	0.256	0.285	0.387	0.453	0.0173	1.000
294	LHX3	LIM homeobox 3	218920	3	3	3	0	1	1	0	0	1	0	0.00434	0.294	0.480	0.276	0.572	0.0174	1.000
295	LIMK2	LIM domain kinase 2	580960	3	3	3	0	1	1	0	1	0	0	0.0310	0.393	0.0982	0.143	0.0807	0.0175	1.000
296	SNRPC	small nuclear ribonucleoprotein polypeptide C	123846	1	1	1	0	0	0	0	1	0	0	0.0176	0.822	NaN	NaN	NaN	0.0176	1.000
297	C3orf79	chromosome 3 open reading frame 79	65319	1	1	1	0	0	0	1	0	0	0	0.0176	0.730	NaN	NaN	NaN	0.0176	1.000
298	P4HA1	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide I	425902	3	3	3	0	1	1	0	1	0	0	0.00391	0.511	0.774	0.210	0.653	0.0178	1.000
299	TMEM220	transmembrane protein 220	105732	1	1	1	0	1	0	0	0	0	0	0.0179	0.687	NaN	NaN	NaN	0.0179	1.000
300	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	456319	3	3	3	0	0	0	2	1	0	0	0.0231	0.466	0.0980	0.165	0.112	0.0179	1.000
301	FAM71B	family with sequence similarity 71, member B	449180	3	3	3	0	1	1	1	0	0	0	0.0258	0.359	0.234	0.0886	0.0998	0.0179	1.000
302	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	285217	3	3	3	0	1	1	0	0	1	0	0.00666	0.287	0.336	0.880	0.387	0.0180	1.000
303	SF3B5	splicing factor 3b, subunit 5, 10kDa	65190	1	1	1	0	0	0	0	1	0	0	0.0180	0.870	NaN	NaN	NaN	0.0180	1.000
304	MYBPC2	myosin binding protein C, fast type	643482	4	4	4	0	3	1	0	0	0	0	0.0263	0.200	0.606	0.0260	0.0994	0.0182	1.000
305	GEMIN7	gem (nuclear organelle) associated protein 7	98399	1	1	1	0	0	0	1	0	0	0	0.0182	0.750	NaN	NaN	NaN	0.0182	1.000
306	C1QL2	complement component 1, q subcomponent-like 2	119394	2	2	2	0	0	1	0	1	0	0	0.00289	0.546	0.105	0.0393	0.914	0.0183	1.000
307	MYL6B	myosin, light chain 6B, alkali, smooth muscle and non-muscle	159801	2	2	2	0	0	0	0	2	0	0	0.00372	0.707	0.426	0.322	0.711	0.0184	1.000
308	VGLL4	vestigial like 4 (Drosophila)	201805	2	2	2	0	1	1	0	0	0	0	0.0190	0.464	0.0835	0.870	0.141	0.0185	1.000
309	RFK	riboflavin kinase	113544	1	1	1	0	0	0	0	1	0	0	0.0188	0.859	NaN	NaN	NaN	0.0188	1.000
310	CST7	cystatin F (leukocystatin)	111684	1	1	1	0	0	0	0	1	0	0	0.0188	0.842	NaN	NaN	NaN	0.0188	1.000
311	PSG3	pregnancy specific beta-1-glycoprotein 3	322506	3	3	3	1	3	0	0	0	0	0	0.00273	0.689	0.590	0.347	1.000	0.0188	1.000
312	LMO3	LIM domain only 3 (rhombotin-like 2)	110604	1	1	1	0	1	0	0	0	0	0	0.0190	0.773	NaN	NaN	NaN	0.0190	1.000
313	NTNG1	netrin G1	409591	4	3	4	0	1	1	0	1	1	0	0.0102	0.279	0.144	0.796	0.269	0.0190	1.000
314	C19orf57	chromosome 19 open reading frame 57	465017	2	2	2	0	0	1	1	0	0	0	0.0863	0.532	0.0694	0.0604	0.0320	0.0190	1.000
315	MT4	metallothionein 4	49446	1	1	1	0	0	0	0	0	1	0	0.0191	1.000	NaN	NaN	NaN	0.0191	1.000
316	C5orf48	chromosome 5 open reading frame 48	102529	1	1	1	0	0	0	0	1	0	0	0.0192	0.862	NaN	NaN	NaN	0.0192	1.000
317	CD1B	CD1b molecule	252300	2	2	2	0	0	1	0	0	1	0	0.00731	0.508	0.558	0.259	0.382	0.0192	1.000
318	CES1	carboxylesterase 1 (monocyte/macrophage serine esterase 1)	323073	3	3	3	0	0	3	0	0	0	0	0.0139	0.381	0.109	0.957	0.204	0.0194	1.000
319	PCDHB14	protocadherin beta 14	587083	4	4	4	0	2	1	0	0	1	0	0.00577	0.161	0.327	0.718	0.492	0.0195	1.000
320	GRIA1	glutamate receptor, ionotropic, AMPA 1	712513	4	4	4	1	3	1	0	0	0	0	0.00800	0.479	0.246	0.565	0.358	0.0196	1.000
321	ZNF268	zinc finger protein 268	78703	1	1	1	0	0	0	0	0	1	0	0.0197	1.000	NaN	NaN	NaN	0.0197	1.000
322	GPR132	G protein-coupled receptor 132	283140	2	2	2	0	1	0	0	1	0	0	0.0209	0.525	0.569	0.0539	0.138	0.0198	1.000
323	FOLR4	folate receptor 4 (delta) homolog (mouse)	177084	2	2	2	0	1	0	0	0	1	0	0.0158	0.510	0.633	0.134	0.182	0.0198	1.000
324	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid)	110716	1	1	1	0	0	0	0	1	0	0	0.0198	0.872	NaN	NaN	NaN	0.0198	1.000
325	TMEM141	transmembrane protein 141	48756	1	1	1	0	0	1	0	0	0	0	0.0198	0.737	NaN	NaN	NaN	0.0198	1.000
326	ACADSB	acyl-Coenzyme A dehydrogenase, short/branched chain	315196	2	2	2	0	0	0	1	0	1	0	0.0567	0.533	0.0269	0.355	0.0513	0.0199	1.000
327	APOB	apolipoprotein B (including Ag(x) antigen)	3358765	10	10	10	0	2	4	1	0	3	0	0.00586	0.0645	0.440	0.313	0.497	0.0199	1.000
328	LILRB5	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5	431621	3	3	3	1	0	1	1	0	1	0	0.0107	0.730	0.488	0.152	0.274	0.0200	1.000
329	CASZ1	castor zinc finger 1	1111943	6	6	6	0	0	1	1	0	4	0	0.00346	0.581	0.683	0.475	0.846	0.0200	1.000
330	PPM1G	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	366183	3	3	3	0	0	0	2	0	1	0	0.00294	0.578	0.871	0.589	1.000	0.0201	1.000
331	IFNA13	interferon, alpha 13	119978	1	1	1	0	0	0	1	0	0	0	0.0202	0.791	NaN	NaN	NaN	0.0202	1.000
332	CSTB	cystatin B (stefin B)	58794	1	1	1	0	0	1	0	0	0	0	0.0202	0.662	NaN	NaN	NaN	0.0202	1.000
333	KCNH4	potassium voltage-gated channel, subfamily H (eag-related), member 4	698559	3	3	3	1	0	1	2	0	0	0	0.139	0.719	0.0146	0.990	0.0214	0.0203	1.000
334	HIST1H4K	histone cluster 1, H4k	71061	1	1	1	0	0	0	0	1	0	0	0.0204	0.792	NaN	NaN	NaN	0.0204	1.000
335	CYP7A1	cytochrome P450, family 7, subfamily A, polypeptide 1	378243	3	3	3	0	0	2	1	0	0	0	0.0114	0.432	0.412	0.100	0.264	0.0205	1.000
336	NGLY1	N-glycanase 1	474736	3	3	3	0	1	0	1	1	0	0	0.00820	0.442	0.340	0.198	0.371	0.0207	1.000
337	FAM111A	family with sequence similarity 111, member A	453465	2	2	2	1	1	0	0	0	1	0	0.0473	0.928	0.204	0.0393	0.0644	0.0207	1.000
338	HAVCR2	hepatitis A virus cellular receptor 2	222146	3	3	3	0	0	1	0	0	2	0	0.00306	0.514	0.751	0.420	1.000	0.0208	1.000
339	TNIP1	TNFAIP3 interacting protein 1	486343	2	2	2	1	1	0	0	0	1	0	0.0838	0.814	0.340	0.0217	0.0366	0.0208	1.000
340	LELP1	late cornified envelope-like proline-rich 1	74017	1	1	1	0	1	0	0	0	0	0	0.0208	0.700	NaN	NaN	NaN	0.0208	1.000
341	FOXB2	forkhead box B2	216833	3	3	3	0	1	1	0	1	0	0	0.00864	0.332	0.200	0.789	0.356	0.0209	1.000
342	MPEG1	macrophage expressed 1	523769	4	4	4	1	1	2	1	0	0	0	0.00311	0.574	0.690	0.805	1.000	0.0211	1.000
343	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1	141056	1	1	1	0	0	0	0	0	1	0	0.0214	1.000	NaN	NaN	NaN	0.0214	1.000
344	NKX2-4	NK2 homeobox 4	74986	1	1	1	0	0	0	0	0	1	0	0.0214	1.000	NaN	NaN	NaN	0.0214	1.000
345	KLHL7	kelch-like 7 (Drosophila)	437556	4	4	4	0	1	0	0	1	2	0	0.00318	0.511	0.594	0.751	1.000	0.0214	1.000
346	ZNF727	zinc finger protein 727	95299	1	1	1	1	0	0	0	1	0	0	0.0215	0.973	NaN	NaN	NaN	0.0215	1.000
347	TTC39C	tetratricopeptide repeat domain 39C	399262	2	2	2	0	0	0	1	0	1	0	0.0291	0.554	0.0396	0.538	0.110	0.0217	1.000
